Member_number;Date;Baskets
06/02/2015;3999;curd cheese,processed cheese,whole milk
06/02/2015;4098;pork,whole milk
06/02/2015;4110;brown bread,newspapers,nuts/prunes
06/02/2015;4197;chicken,house keeping products
06/02/2015;4694;canned beer,citrus fruit
06/02/2015;4726;liquor (appetizer),whole milk
06/02/2015;4869;chicken,hygiene articles
06/02/2015;4972;chicken,citrus fruit
07/02/2015;1173;bottled beer,fruit/vegetable juice,rolls/buns
07/02/2015;1213;domestic eggs,fruit/vegetable juice
07/02/2015;1326;cereals,frozen vegetables
07/02/2015;1429;pip fruit,whole milk
07/02/2015;1663;butter,onions,rolls/buns,rolls/buns,whole milk
07/02/2015;1922;pip fruit,sausage
07/02/2015;2013;UHT-milk,other vegetables
07/02/2015;2023;hard cheese,tropical fruit
07/02/2015;2353;bottled water,canned beer
07/02/2015;2502;berries,chicken,citrus fruit,instant coffee,whole milk
07/02/2015;2950;frankfurter,whole milk
07/02/2015;3416;canned beer,tropical fruit
07/02/2015;3508;dishes,seasonal products,shopping bags
07/02/2015;3872;frozen vegetables,whole milk
07/02/2015;3924;bottled water,canned beer,cookware,oil,pork,root vegetables,whole milk,whole milk
07/02/2015;4194;bottled water,cream cheese ,hygiene articles,pip fruit
07/02/2015;4559;ice cream,whole milk
08/02/2015;1477;cream cheese ,liquor,rolls/buns
08/02/2015;1750;onions,pastry,soda
08/02/2015;2503;beef,whole milk
08/02/2015;2602;margarine,sausage,tropical fruit
08/02/2015;2854;candy,coffee,other vegetables,whole milk
08/02/2015;3297;dessert,sausage
08/02/2015;3413;frankfurter,sausage
08/02/2015;3752;onions,other vegetables
08/02/2015;3800;newspapers,root vegetables
08/02/2015;3809;bottled beer,dog food,oil
08/02/2015;4109;berries,whipped/sour cream
08/02/2015;4270;bottled water,shopping bags
08/02/2015;4299;beef,citrus fruit,shopping bags,whole milk
08/02/2015;4459;hamburger meat,sausage,white bread
08/02/2015;4699;flower (seeds),pasta,rolls/buns,root vegetables,sausage
08/02/2015;4776;butter,cream cheese ,sausage
08/02/2015;4994;fruit/vegetable juice,sausage
09/02/2015;1044;other vegetables,tropical fruit
09/02/2015;1220;butter milk,dental care,napkins,onions,rice,rolls/buns,rolls/buns,specialty chocolate
09/02/2015;1312;long life bakery product,other vegetables
09/02/2015;1353;beef,beef,bottled water,flour,instant coffee,pork,salty snack
09/02/2015;1430;cake bar,canned beer,hamburger meat
09/02/2015;1634;bottled water,newspapers,other vegetables,pet care,whole milk,yogurt
09/02/2015;1889;beef,berries,candles,long life bakery product
09/02/2015;1920;citrus fruit,whole milk
09/02/2015;2088;pastry,yogurt
09/02/2015;2237;chicken,margarine
09/02/2015;2474;coffee,frozen vegetables
09/02/2015;3051;frozen meals,napkins
09/02/2015;3174;brown bread,frozen dessert
09/02/2015;3469;brown bread,other vegetables
09/02/2015;3909;flour,flower soil/fertilizer,specialty bar,tropical fruit
09/02/2015;3919;curd,long life bakery product,margarine,sausage
09/02/2015;4146;packaged fruit/vegetables,pastry,pork,rolls/buns
09/02/2015;4148;beverages,butter milk,sausage
09/02/2015;4799;canned beer,long life bakery product,pasta,sliced cheese
09/02/2015;4993;UHT-milk,citrus fruit
10/02/2015;1003;rolls/buns,sausage
10/02/2015;1617;dessert,rolls/buns
10/02/2015;1786;canned beer,citrus fruit
10/02/2015;1844;grapes,root vegetables
10/02/2015;1874;frankfurter,other vegetables
10/02/2015;1991;pork,soda,specialty bar
10/02/2015;2069;pork,specialty chocolate
10/02/2015;2136;bottled beer,whole milk
10/02/2015;2170;bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sauces,sugar
10/02/2015;2192;frankfurter,soda
10/02/2015;2404;beef,yogurt
10/02/2015;2997;fish,specialty chocolate
10/02/2015;3004;liquor (appetizer),whole milk
10/02/2015;3061;berries,rolls/buns
10/02/2015;3669;citrus fruit,processed cheese,white bread
10/02/2015;3694;rolls/buns,rolls/buns
10/02/2015;3786;UHT-milk,baking powder,light bulbs,pastry
10/02/2015;3939;cake bar,curd,ketchup
10/02/2015;3954;canned beer,onions
10/02/2015;4064;citrus fruit,coffee
10/02/2015;4165;domestic eggs,roll products 
10/02/2015;4387;baking powder,root vegetables
10/02/2015;4479;butter,margarine,semi-finished bread
10/02/2015;4697;hamburger meat,whole milk
10/02/2015;4734;napkins,pork,sausage,yogurt
10/02/2015;4822;bottled water,whole milk
10/02/2015;5000;root vegetables,semi-finished bread,soda
11/02/2015;1168;UHT-milk,bottled beer,chocolate,whole milk
11/02/2015;1174;fruit/vegetable juice,rolls/buns,soft cheese
11/02/2015;1281;coffee,newspapers,tropical fruit
11/02/2015;1472;bottled beer,other vegetables,yogurt
11/02/2015;1486;pip fruit,yogurt
11/02/2015;1627;canned beer,other vegetables,pip fruit,root vegetables
11/02/2015;1845;margarine,whole milk
11/02/2015;1863;beverages,tropical fruit
11/02/2015;1969;citrus fruit,frozen vegetables,other vegetables,waffles
11/02/2015;2128;chocolate marshmallow,whole milk
11/02/2015;2811;butter milk,cling film/bags,oil,pastry
11/02/2015;2859;grapes,herbs
11/02/2015;2928;pork,root vegetables
11/02/2015;3140;butter,citrus fruit
11/02/2015;3200;hamburger meat,other vegetables
11/02/2015;3322;bottled beer,bottled beer,fruit/vegetable juice,whole milk
11/02/2015;4239;berries,sausage
11/02/2015;4267;beef,butter
11/02/2015;4498;bottled beer,cream cheese ,whole milk
11/02/2015;4707;root vegetables,soda
11/02/2015;4752;UHT-milk,dessert,frozen dessert,yogurt
12/02/2015;1042;beef,dessert
12/02/2015;1311;berries,candy,mustard
12/02/2015;1478;bottled water,pork
12/02/2015;1574;brown bread,frankfurter
12/02/2015;1622;canned beer,margarine,tropical fruit
12/02/2015;2061;beef,flower (seeds)
12/02/2015;2143;onions,soda
12/02/2015;2380;bottled water,domestic eggs,other vegetables,pastry,rolls/buns
12/02/2015;2399;canned beer,curd,pastry
12/02/2015;2513;canned beer,coffee
12/02/2015;2523;margarine,soda,soda
12/02/2015;2589;canned beer,other vegetables,rolls/buns,sausage
12/02/2015;2604;frankfurter,mayonnaise,other vegetables,root vegetables
12/02/2015;2706;other vegetables,specialty chocolate
12/02/2015;2840;beverages,curd
12/02/2015;3216;newspapers,whole milk
12/02/2015;3549;brown bread,rolls/buns,tropical fruit
12/02/2015;3687;beverages,herbs,rolls/buns,soda,whole milk
12/02/2015;3691;candles,candy,coffee,yogurt
12/02/2015;3824;root vegetables,whole milk
12/02/2015;4119;citrus fruit,soda,tropical fruit
12/02/2015;4593;cream cheese ,frankfurter,other vegetables
12/02/2015;4600;baking powder,root vegetables
12/02/2015;4720;curd,rolls/buns,soda
12/02/2015;4724;sausage,whole milk
12/02/2015;4814;coffee,root vegetables,soda
13/02/2015;1866;baking powder,bottled water,sausage,specialty chocolate
13/02/2015;1955;rolls/buns,sausage
13/02/2015;2585;other vegetables,whole milk
13/02/2015;2597;onions,pork
13/02/2015;2763;rolls/buns,root vegetables
13/02/2015;3257;bottled water,dog food,domestic eggs,meat,other vegetables,root vegetables,whole milk
13/02/2015;3574;canned beer,margarine,white bread
13/02/2015;3611;chicken,curd,domestic eggs,pastry,sausage
13/02/2015;3946;newspapers,whipped/sour cream
13/02/2015;4073;butter milk,whipped/sour cream
13/02/2015;4461;tropical fruit,white wine
13/02/2015;4672;other vegetables,whole milk
13/02/2015;4888;beverages,canned beer,dishes,finished products
13/02/2015;4922;beef,ice cream
14/02/2015;1394;bottled water,whole milk
14/02/2015;1656;ham,rolls/buns
14/02/2015;1847;organic sausage,semi-finished bread
14/02/2015;1873;pastry,yogurt
14/02/2015;1923;beverages,whole milk
14/02/2015;1940;beef,chewing gum,domestic eggs
14/02/2015;2017;chocolate,pip fruit
14/02/2015;2033;beef,meat spreads
14/02/2015;2102;rolls/buns,root vegetables
14/02/2015;2186;sausage,soda
14/02/2015;2344;canned beer,root vegetables,soda
14/02/2015;2403;butter,chocolate,frankfurter,margarine,napkins,pip fruit
14/02/2015;2633;brown bread,frankfurter,root vegetables,whole milk
14/02/2015;3029;other vegetables,shopping bags
14/02/2015;3090;white bread,whole milk
14/02/2015;3460;pork,salt,tropical fruit,whole milk
14/02/2015;3525;canned beer,chicken,citrus fruit,frankfurter,frozen vegetables,oil,soda
14/02/2015;4112;canned beer,citrus fruit,curd,specialty chocolate
14/02/2015;4304;canned fish,pork
14/02/2015;4616;condensed milk,other vegetables
14/02/2015;4901;frankfurter,fruit/vegetable juice,pasta,whole milk
14/02/2015;4937;bottled water,hamburger meat
14/02/2015;4941;citrus fruit,fruit/vegetable juice,rolls/buns
15/02/2015;1703;bottled water,misc. beverages,mustard
15/02/2015;1734;baking powder,chocolate,frozen vegetables,whipped/sour cream
15/02/2015;1746;Instant food products,pip fruit
15/02/2015;1776;canned beer,margarine
15/02/2015;1866;bottled water,whole milk
15/02/2015;2331;sausage,yogurt
15/02/2015;2416;bags,yogurt,yogurt
15/02/2015;2583;chicken,salt,tropical fruit
15/02/2015;2630;frankfurter,fruit/vegetable juice
15/02/2015;2757;sausage,white bread
15/02/2015;2874;bottled beer,onions,other vegetables,sausage,soda
15/02/2015;3252;mustard,sausage
15/02/2015;3259;butter,canned beer
15/02/2015;3393;pip fruit,pot plants,semi-finished bread,tropical fruit,whole milk
15/02/2015;3445;beverages,sausage
15/02/2015;3684;chocolate,ham
15/02/2015;3911;dessert,frankfurter,pet care,soda,whipped/sour cream
15/02/2015;3957;frozen potato products,fruit/vegetable juice,whole milk
15/02/2015;4477;hamburger meat,whipped/sour cream,whole milk
15/02/2015;4728;pip fruit,white bread
15/02/2015;4749;detergent,root vegetables,tropical fruit
15/02/2015;4858;citrus fruit,frozen meals
16/02/2015;1167;coffee,domestic eggs
16/02/2015;1920;flour,seasonal products,specialty fat,whole milk
16/02/2015;1968;frozen meals,whole milk
16/02/2015;2540;cling film/bags,instant coffee,misc. beverages,soda,tropical fruit
16/02/2015;2991;root vegetables,whole milk
16/02/2015;3089;citrus fruit,citrus fruit
16/02/2015;3380;herbs,misc. beverages,yogurt
16/02/2015;3385;frozen vegetables,root vegetables
16/02/2015;3462;coffee,soda
16/02/2015;3655;beef,brown bread,butter
16/02/2015;3666;other vegetables,spread cheese,whole milk
16/02/2015;3774;chicken,ice cream,rolls/buns,whole milk
16/02/2015;3788;soda,tropical fruit
16/02/2015;3891;cat food,fruit/vegetable juice,newspapers
16/02/2015;4261;bottled water,tropical fruit
17/02/2015;1275;mustard,onions,sausage
17/02/2015;1409;whole milk,whole milk
17/02/2015;1850;soda,yogurt
17/02/2015;2226;canned vegetables,other vegetables,sliced cheese
17/02/2015;2394;curd,meat spreads,sausage
17/02/2015;2436;butter,margarine
17/02/2015;2485;onions,pork
17/02/2015;2708;artif. sweetener,frozen meals,instant coffee,soda
17/02/2015;2741;frozen dessert,other vegetables,other vegetables,soda,waffles
17/02/2015;2851;bottled beer,butter,canned beer,chewing gum,fruit/vegetable juice
17/02/2015;2883;butter,citrus fruit
17/02/2015;2960;finished products,pastry
17/02/2015;3054;bottled beer,whole milk
17/02/2015;3139;cat food,soda
17/02/2015;3567;napkins,nut snack,pip fruit
17/02/2015;3783;canned beer,salt
17/02/2015;4503;whole milk,yogurt
17/02/2015;4647;hard cheese,soda
17/02/2015;4946;chocolate,dog food,hygiene articles,sausage,sausage,yogurt
18/02/2015;1153;butter,ice cream
18/02/2015;1217;dog food,pastry,whole milk
18/02/2015;1389;canned beer,rolls/buns,root vegetables,tropical fruit
18/02/2015;1626;chewing gum,pastry
18/02/2015;2019;flour,frankfurter
18/02/2015;2313;berries,pastry,shopping bags
18/02/2015;2360;other vegetables,rolls/buns
18/02/2015;2499;beef,root vegetables
18/02/2015;2600;cake bar,pork
18/02/2015;2625;chicken,newspapers,whole milk
18/02/2015;2857;root vegetables,tropical fruit
18/02/2015;2995;dessert,flour,shopping bags
18/02/2015;3009;canned beer,detergent,frozen vegetables,sausage
18/02/2015;3130;bottled water,canned beer
18/02/2015;3693;beef,berries,bottled beer,whole milk
18/02/2015;3772;tropical fruit,waffles
18/02/2015;3985;beverages,canned beer
18/02/2015;3993;butter milk,fruit/vegetable juice,rolls/buns
18/02/2015;4172;grapes,pastry,tropical fruit,white bread,whole milk
18/02/2015;4202;meat,soda
18/02/2015;4277;butter,dessert,newspapers,pastry,rolls/buns,shopping bags,soda,whole milk
18/02/2015;4361;bottled water,domestic eggs
18/02/2015;4441;curd,soda
18/02/2015;4999;berries,onions
19/02/2015;1132;other vegetables,other vegetables,rolls/buns,salty snack,semi-finished bread,shopping bags
19/02/2015;1342;ham,pastry
19/02/2015;2017;nuts/prunes,white wine
19/02/2015;2072;pip fruit,root vegetables
19/02/2015;2745;oil,other vegetables
19/02/2015;3002;snack products,tropical fruit
19/02/2015;3470;root vegetables,zwieback
19/02/2015;3913;ham,other vegetables
19/02/2015;4388;citrus fruit,cream cheese ,red/blush wine,sauces
19/02/2015;4407;berries,domestic eggs
19/02/2015;4831;frozen vegetables,rolls/buns,white wine,yogurt
19/02/2015;4835;frozen vegetables,hamburger meat
19/02/2015;4971;fruit/vegetable juice,soda
20/02/2015;1411;frankfurter,specialty chocolate
20/02/2015;1528;curd,sausage
20/02/2015;1621;canned fruit,ham
20/02/2015;1889;UHT-milk,onions
20/02/2015;2226;curd,pork
20/02/2015;2425;other vegetables,other vegetables
20/02/2015;2438;citrus fruit,pork
20/02/2015;3082;canned beer,tropical fruit,whole milk,yogurt
20/02/2015;3119;chicken,liquor,newspapers,specialty bar
20/02/2015;3147;Instant food products,citrus fruit
20/02/2015;3204;oil,tropical fruit
20/02/2015;3397;citrus fruit,curd
20/02/2015;3692;coffee,hamburger meat
20/02/2015;4015;other vegetables,salt,soft cheese,yogurt
20/02/2015;4365;whole milk,whole milk
20/02/2015;4497;butter,root vegetables
20/02/2015;4759;artif. sweetener,baby cosmetics,beef,domestic eggs,frankfurter,frankfurter,ham,margarine,other vegetables
20/02/2015;4996;salty snack,tropical fruit
21/02/2015;1038;butter,fruit/vegetable juice,pork,sausage,whole milk
21/02/2015;1482;cake bar,pip fruit
21/02/2015;1608;frankfurter,hamburger meat
21/02/2015;1677;liver loaf,specialty chocolate
21/02/2015;1703;canned beer,cream cheese ,newspapers,pork,pork,tropical fruit,waffles,whipped/sour cream
21/02/2015;1905;domestic eggs,fruit/vegetable juice,sausage,sausage,seasonal products
21/02/2015;3329;rolls/buns,rolls/buns
21/02/2015;3358;citrus fruit,dog food,fruit/vegetable juice,rolls/buns,soda,whipped/sour cream,whole milk,yogurt
21/02/2015;3390;abrasive cleaner,frozen meals,yogurt
21/02/2015;3870;yogurt,yogurt
21/02/2015;3963;candles,liquor (appetizer),other vegetables,other vegetables,red/blush wine,specialty bar
21/02/2015;4783;cling film/bags,coffee,whipped/sour cream
21/02/2015;4876;beef,margarine,soda,soda
21/02/2015;4920;pork,yogurt
22/02/2015;1651;bottled water,hamburger meat
22/02/2015;1873;frankfurter,red/blush wine
22/02/2015;1878;brown bread,yogurt
22/02/2015;2087;citrus fruit,other vegetables
22/02/2015;2328;beef,brown bread,frankfurter,other vegetables
22/02/2015;2575;beef,citrus fruit
22/02/2015;3333;beverages,rolls/buns
22/02/2015;3369;butter,frankfurter,newspapers
22/02/2015;3719;canned beer,yogurt
22/02/2015;4205;beef,herbs
22/02/2015;4303;butter,meat,sausage,tropical fruit
22/02/2015;4430;bottled beer,hamburger meat,other vegetables
22/02/2015;4720;beverages,other vegetables
22/02/2015;4760;canned beer,dessert,grapes,whole milk
23/02/2015;1228;beverages,bottled beer,photo/film
23/02/2015;1383;pip fruit,tropical fruit
23/02/2015;1421;citrus fruit,frankfurter,newspapers
23/02/2015;1493;beverages,napkins,whole milk
23/02/2015;1512;salty snack,shopping bags,whole milk
23/02/2015;1540;berries,ham
23/02/2015;1697;other vegetables,tropical fruit
23/02/2015;1842;cream cheese ,root vegetables
23/02/2015;1921;chocolate,rolls/buns
23/02/2015;2811;beef,chicken,jam,long life bakery product,onions,pasta,tropical fruit,whole milk
23/02/2015;2861;tropical fruit,whole milk
23/02/2015;2941;brown bread,dessert
23/02/2015;3037;cling film/bags,ham
23/02/2015;3054;frankfurter,sausage
23/02/2015;3145;beef,citrus fruit
23/02/2015;3242;frankfurter,frankfurter,pip fruit,yogurt
23/02/2015;3276;chicken,snack products,whole milk
23/02/2015;3393;candy,coffee,condensed milk,onions
23/02/2015;3609;frozen meals,sausage
23/02/2015;4360;coffee,frozen vegetables
23/02/2015;4377;berries,butter milk,fruit/vegetable juice,other vegetables,pip fruit,soda,sweet spreads,whole milk
23/02/2015;4434;other vegetables,rolls/buns
23/02/2015;4583;bottled beer,bottled water,canned beer,curd,dessert,frozen dessert,pip fruit,pork
23/02/2015;4614;rolls/buns,root vegetables
23/02/2015;4667;rolls/buns,sausage
23/02/2015;4844;pork,whole milk
24/02/2015;1135;butter,hard cheese
24/02/2015;1138;butter milk,rolls/buns
24/02/2015;1340;citrus fruit,pastry,rolls/buns
24/02/2015;1458;grapes,ice cream
24/02/2015;1484;root vegetables,whole milk
24/02/2015;1566;soda,whole milk
24/02/2015;1757;pork,salty snack
24/02/2015;1843;sausage,semi-finished bread
24/02/2015;1982;butter,frozen fruits,tropical fruit
24/02/2015;2058;domestic eggs,other vegetables,red/blush wine,yogurt
24/02/2015;2681;pastry,soda
24/02/2015;2984;citrus fruit,mustard
24/02/2015;3642;dish cleaner,domestic eggs,other vegetables,rolls/buns,sausage,sausage,soda
24/02/2015;3747;brown bread,butter,nuts/prunes
24/02/2015;4216;citrus fruit,rolls/buns
24/02/2015;4224;chicken,tropical fruit
24/02/2015;4536;bottled beer,citrus fruit,citrus fruit,cream cheese 
24/02/2015;4540;butter,cleaner,red/blush wine
24/02/2015;4629;canned vegetables,whole milk
24/02/2015;4666;beef,ham,house keeping products,instant coffee,long life bakery product,margarine,semi-finished bread,whole milk
24/02/2015;4793;soda,specialty chocolate
25/02/2015;1027;red/blush wine,rolls/buns
25/02/2015;1355;pastry,sugar
25/02/2015;1544;dessert,salty snack
25/02/2015;1776;UHT-milk,ice cream
25/02/2015;2111;candles,cream cheese 
25/02/2015;2295;fruit/vegetable juice,nuts/prunes,pastry,rolls/buns
25/02/2015;2476;canned beer,pip fruit
25/02/2015;2764;beverages,bottled water
25/02/2015;2870;frozen meals,hamburger meat,pastry,white bread
25/02/2015;3204;berries,curd
25/02/2015;3225;frozen vegetables,sausage
25/02/2015;3432;beverages,meat
25/02/2015;3474;berries,newspapers
25/02/2015;3543;brown bread,citrus fruit,pastry
25/02/2015;4091;sausage,whole milk
25/02/2015;4395;candy,ham
25/02/2015;4417;canned beer,detergent,frozen dessert,grapes,sugar
25/02/2015;4420;red/blush wine,rolls/buns
25/02/2015;4741;chewing gum,chicken,whole milk,whole milk
25/02/2015;4843;waffles,yogurt
26/02/2015;1133;rice,rolls/buns,sausage
26/02/2015;1225;detergent,flour,shopping bags,whole milk,whole milk,whole milk
26/02/2015;1351;meat,other vegetables
26/02/2015;1438;cream cheese ,frankfurter,oil,onions
26/02/2015;1520;baking powder,yogurt
26/02/2015;1611;coffee,domestic eggs,flower (seeds),frozen meals,liver loaf,yogurt
26/02/2015;1711;chicken,whole milk
26/02/2015;1753;butter milk,other vegetables,other vegetables,sausage
26/02/2015;1758;bottled water,chocolate,chocolate,other vegetables,pasta,pip fruit,shopping bags,yogurt
26/02/2015;2031;artif. sweetener,dog food,frankfurter,grapes,misc. beverages,napkins,sausage,sausage
26/02/2015;2267;frankfurter,oil,other vegetables
26/02/2015;2349;sausage,whole milk
26/02/2015;2561;root vegetables,whipped/sour cream
26/02/2015;2610;rolls/buns,shopping bags
26/02/2015;3139;abrasive cleaner,frozen vegetables,pip fruit
26/02/2015;3175;cream cheese ,sausage
26/02/2015;3635;bottled beer,frozen dessert,grapes,whole milk
26/02/2015;3718;brown bread,frankfurter,herbs,rolls/buns,specialty chocolate
26/02/2015;3736;bottled water,root vegetables
26/02/2015;4090;cream cheese ,curd
26/02/2015;4348;beverages,beverages
26/02/2015;4634;hard cheese,pip fruit
26/02/2015;4665;sausage,whole milk
26/02/2015;4822;brown bread,other vegetables
26/02/2015;4916;other vegetables,pork
27/02/2015;1648;rolls/buns,rolls/buns,rolls/buns,sausage
27/02/2015;1934;napkins,soda
27/02/2015;2104;berries,candy
27/02/2015;2234;root vegetables,sausage
27/02/2015;2251;bottled beer,packaged fruit/vegetables
27/02/2015;2361;citrus fruit,frozen vegetables
27/02/2015;2799;bottled water,chocolate,pickled vegetables
27/02/2015;3160;pip fruit,soda
27/02/2015;3420;beef,root vegetables
27/02/2015;3590;sausage,shopping bags,shopping bags
27/02/2015;3769;grapes,hygiene articles,pork
27/02/2015;3922;chocolate,dessert
27/02/2015;3975;hamburger meat,tropical fruit
27/02/2015;4221;hamburger meat,whole milk
27/02/2015;4249;UHT-milk,pip fruit,shopping bags
27/02/2015;4310;pip fruit,spices
27/02/2015;4523;grapes,zwieback
27/02/2015;4831;pastry,rolls/buns
27/02/2015;4933;domestic eggs,pot plants,whole milk
28/02/2015;1355;bottled water,tropical fruit,yogurt,yogurt
28/02/2015;1405;artif. sweetener,ham,whole milk
28/02/2015;1422;canned beer,rolls/buns,whole milk,yogurt
28/02/2015;1514;rolls/buns,whole milk
28/02/2015;1545;citrus fruit,white wine
28/02/2015;2046;bottled water,pork,tea
28/02/2015;2202;curd,pork
28/02/2015;2273;chewing gum,soft cheese
28/02/2015;2348;citrus fruit,root vegetables,soda,tropical fruit
28/02/2015;3072;bottled water,other vegetables,specialty bar,spread cheese,yogurt
28/02/2015;3299;bottled water,cream cheese ,hard cheese,onions
28/02/2015;3472;citrus fruit,hamburger meat,other vegetables,specialty chocolate
28/02/2015;3508;citrus fruit,frozen dessert
28/02/2015;3535;pip fruit,rolls/buns,whole milk
28/02/2015;3750;root vegetables,yogurt
28/02/2015;3910;photo/film,sausage
28/02/2015;4471;butter,coffee
28/02/2015;4681;cookware,sausage,soda,spices
28/02/2015;4877;bottled water,meat
28/02/2015;4985;pickled vegetables,rolls/buns
01/03/2015;1238;frankfurter,margarine
01/03/2015;1293;light bulbs,whole milk
01/03/2015;1408;root vegetables,soda
01/03/2015;1436;beverages,chocolate marshmallow
01/03/2015;1517;bottled beer,frankfurter
01/03/2015;1623;citrus fruit,pastry
01/03/2015;1696;chewing gum,newspapers,whole milk
01/03/2015;1930;soda,tropical fruit
01/03/2015;2028;coffee,frozen vegetables
01/03/2015;2077;beef,whole milk
01/03/2015;2107;bottled beer,brown bread,butter,coffee,frankfurter,frankfurter,margarine,soda,sugar
01/03/2015;2297;brown bread,shopping bags
01/03/2015;2641;beverages,frozen fruits,fruit/vegetable juice,whole milk
01/03/2015;2860;light bulbs,sausage,shopping bags
01/03/2015;2962;bottled water,domestic eggs,tropical fruit
01/03/2015;3172;dish cleaner,pickled vegetables,whipped/sour cream
01/03/2015;3289;soft cheese,tropical fruit
01/03/2015;3538;citrus fruit,other vegetables
01/03/2015;4100;whipped/sour cream,whole milk
01/03/2015;4344;frozen meals,long life bakery product,sausage,soda
01/03/2015;4661;condensed milk,organic products,rolls/buns
01/03/2015;4716;bottled beer,sausage
01/03/2015;4726;tropical fruit,whole milk
01/03/2015;4761;beverages,curd,other vegetables
01/03/2015;4893;berries,napkins
01/03/2015;4916;brown bread,coffee,detergent,hamburger meat
01/03/2015;4924;beef,chewing gum,whole milk
01/03/2015;4992;frankfurter,pip fruit
02/03/2015;1245;condensed milk,dessert,rolls/buns,shopping bags
02/03/2015;1277;frankfurter,shopping bags
02/03/2015;1390;dental care,frozen vegetables,house keeping products,other vegetables,pastry,waffles,whole milk
02/03/2015;1598;root vegetables,sliced cheese,white bread
02/03/2015;1696;rolls/buns,root vegetables
02/03/2015;1776;grapes,pastry,whole milk,yogurt
02/03/2015;1924;brandy,dessert
02/03/2015;2172;citrus fruit,specialty chocolate,sugar
02/03/2015;2340;other vegetables,yogurt
02/03/2015;2440;UHT-milk,bottled beer,root vegetables,tropical fruit
02/03/2015;2632;frozen vegetables,long life bakery product,root vegetables,sausage,whole milk
02/03/2015;2653;other vegetables,whipped/sour cream
02/03/2015;2736;onions,pip fruit,processed cheese,sugar,whole milk,whole milk,whole milk
02/03/2015;2761;brown bread,chocolate,whipped/sour cream
02/03/2015;3185;pastry,sausage
02/03/2015;3296;detergent,root vegetables,whole milk
02/03/2015;3614;citrus fruit,tropical fruit
02/03/2015;3656;beef,frozen fish,whole milk
02/03/2015;4294;bottled beer,rolls/buns
02/03/2015;4362;chicken,sugar
02/03/2015;4550;canned beer,dog food,other vegetables,rolls/buns
02/03/2015;4843;dessert,dishes,male cosmetics,pip fruit,rice
02/03/2015;4936;root vegetables,sausage
03/03/2015;1213;beef,beef,brown bread,chicken,dessert,margarine,newspapers,newspapers,pork
03/03/2015;1690;frozen vegetables,pastry,sausage,sausage
03/03/2015;1756;other vegetables,pork
03/03/2015;1822;pip fruit,pip fruit,rolls/buns,rolls/buns,tropical fruit
03/03/2015;2001;citrus fruit,citrus fruit,other vegetables,whole milk
03/03/2015;2521;bottled water,citrus fruit,roll products ,whole milk
03/03/2015;2654;cat food,citrus fruit,root vegetables,root vegetables
03/03/2015;3117;brown bread,misc. beverages,pork
03/03/2015;3307;other vegetables,pork
03/03/2015;3319;oil,soda
03/03/2015;3647;frozen meals,other vegetables,specialty chocolate
03/03/2015;3737;berries,bottled water
03/03/2015;4040;berries,sausage
03/03/2015;4571;bottled water,newspapers
04/03/2015;1216;onions,turkey
04/03/2015;1416;pastry,sausage,yogurt
04/03/2015;1443;frankfurter,root vegetables
04/03/2015;1619;beef,flower (seeds),jam
04/03/2015;2022;hard cheese,herbs,long life bakery product,pork,sugar
04/03/2015;2129;bottled beer,candy,sausage,yogurt
04/03/2015;2138;pip fruit,root vegetables,shopping bags,white wine
04/03/2015;3035;citrus fruit,rolls/buns
04/03/2015;3400;bottled beer,brown bread,dishes,hard cheese,pip fruit,rolls/buns,soda,whole milk
04/03/2015;3405;cookware,other vegetables
04/03/2015;3685;dessert,sweet spreads,tropical fruit,tropical fruit
04/03/2015;3958;citrus fruit,rolls/buns
04/03/2015;4464;pastry,sugar
04/03/2015;4489;frozen vegetables,other vegetables
04/03/2015;4700;bottled water,chewing gum,ketchup,sausage,soda,whole milk
04/03/2015;4819;meat,pastry
05/03/2015;1067;tropical fruit,whole milk
05/03/2015;1152;rolls/buns,whole milk
05/03/2015;1293;dessert,hard cheese,pip fruit,specialty fat,tropical fruit
05/03/2015;1431;other vegetables,whole milk
05/03/2015;1524;soda,tropical fruit
05/03/2015;1612;canned beer,rolls/buns,softener
05/03/2015;2540;rolls/buns,sausage
05/03/2015;2787;bottled water,brown bread,rolls/buns,sausage
05/03/2015;3113;coffee,domestic eggs
05/03/2015;3361;pastry,tropical fruit
05/03/2015;3529;pip fruit,pork
05/03/2015;3540;bottled water,pip fruit,whole milk
05/03/2015;3621;other vegetables,soda
05/03/2015;3682;canned beer,chocolate,frozen fish,ready soups,soda,whole milk
05/03/2015;3748;pet care,spread cheese
05/03/2015;3862;butter,condensed milk,yogurt
05/03/2015;3911;brown bread,margarine,specialty cheese
05/03/2015;3915;brown bread,pip fruit,pork,tropical fruit
05/03/2015;3961;finished products,sausage
05/03/2015;3969;rolls/buns,root vegetables
05/03/2015;3974;frankfurter,sliced cheese
05/03/2015;4088;chocolate marshmallow,detergent,yogurt
05/03/2015;4753;bottled beer,seasonal products,soups,sugar
06/03/2015;1081;frankfurter,newspapers,other vegetables,pastry,whole milk
06/03/2015;1168;frankfurter,frozen vegetables
06/03/2015;1283;napkins,whipped/sour cream
06/03/2015;1291;rolls/buns,whole milk
06/03/2015;1381;UHT-milk,other vegetables,salty snack,soda
06/03/2015;1499;frozen vegetables,rolls/buns
06/03/2015;1949;berries,ham
