Member_number;Date;Baskets
3881;16/12/2014;frozen vegetables
3942;16/12/2014;hamburger meat,cling film/bags,flour
4071;16/12/2014;beverages,other vegetables
4154;16/12/2014;beef,pasta
4244;16/12/2014;frozen fruits,pot plants
4259;16/12/2014;ice cream,pastry
4488;16/12/2014;other vegetables,specialty fat
4760;16/12/2014;other vegetables,dishes
4773;16/12/2014;bottled beer,curd
1047;17/12/2014;pip fruit,soda
1230;17/12/2014;soda,canned beer
1602;17/12/2014;whipped/sour cream,other vegetables
1747;17/12/2014;canned beer,red/blush wine
2048;17/12/2014;other vegetables,rolls/buns
2092;17/12/2014;bottled water,salty snack
2143;17/12/2014;yogurt,frozen vegetables
2252;17/12/2014;shopping bags,soda,spices
2298;17/12/2014;napkins,citrus fruit
2958;17/12/2014;bottled water,chocolate
3078;17/12/2014;yogurt,detergent
3256;17/12/2014;cream cheese ,toilet cleaner
3556;17/12/2014;butter milk,whipped/sour cream
3562;17/12/2014;butter,male cosmetics,newspapers
3670;17/12/2014;rolls/buns,detergent
3713;17/12/2014;whole milk,citrus fruit
4294;17/12/2014;flour,butter milk
4526;17/12/2014;soda
4531;17/12/2014;flour,chocolate marshmallow
4642;17/12/2014;domestic eggs,newspapers
4690;17/12/2014;rolls/buns
4837;17/12/2014;cat food,whole milk,long life bakery product
1069;18/12/2014;domestic eggs,salt
1100;18/12/2014;yogurt,whole milk
1767;18/12/2014;shopping bags,bottled water
1773;18/12/2014;bottled water,canned vegetables
2180;18/12/2014;butter,other vegetables
2184;18/12/2014;onions,soda
2270;18/12/2014;domestic eggs,tropical fruit
2520;18/12/2014;other vegetables,dessert
2710;18/12/2014;soda,waffles
2719;18/12/2014;root vegetables,grapes
3550;18/12/2014;ice cream,waffles
3559;18/12/2014;cooking chocolate,spread cheese
3757;18/12/2014;sugar,tropical fruit
3961;18/12/2014;soda,tropical fruit
4008;18/12/2014;canned fish,tropical fruit
4015;18/12/2014;hamburger meat,yogurt
4051;18/12/2014;white bread,bottled water,waffles
4058;18/12/2014;butter milk,specialty cheese
4178;18/12/2014;white bread,bottled beer
4305;18/12/2014;soda,newspapers
4482;18/12/2014;cream cheese ,jam
4623;18/12/2014;whole milk,brandy
4787;18/12/2014;cling film/bags,rolls/buns
4832;18/12/2014;specialty bar,soda
4925;18/12/2014;pip fruit,rolls/buns
1286;19/12/2014;root vegetables,chewing gum
1356;19/12/2014;onions,berries
1391;19/12/2014;processed cheese,white wine
1591;19/12/2014;white bread,root vegetables
1826;19/12/2014;sausage,soda
1908;19/12/2014;soft cheese,frozen vegetables
2014;19/12/2014;pip fruit,syrup,yogurt
2042;19/12/2014;curd,newspapers
2056;19/12/2014;flower soil/fertilizer,condensed milk,curd,hard cheese
2132;19/12/2014;whipped/sour cream,newspapers
2342;19/12/2014;root vegetables,bottled water
2512;19/12/2014;shopping bags,other vegetables
2907;19/12/2014;sugar,ham,pastry
2944;19/12/2014;frozen vegetables,newspapers
3100;19/12/2014;root vegetables,canned beer
3213;19/12/2014;photo/film,rolls/buns
3258;19/12/2014;yogurt,curd
3361;19/12/2014;butter milk,hygiene articles
3366;19/12/2014;white wine,white bread
3663;19/12/2014;cream cheese ,chewing gum
3923;19/12/2014;root vegetables,bottled water
3956;19/12/2014;butter milk,root vegetables
4271;19/12/2014;shopping bags,whipped/sour cream,pasta
4526;19/12/2014;UHT-milk,other vegetables,cake bar
4555;19/12/2014;brown bread,chocolate
4604;19/12/2014;soda,specialty chocolate
4725;19/12/2014;shopping bags,brown bread
4772;19/12/2014;soda,tropical fruit
1492;20/12/2014;yogurt,frankfurter
1635;20/12/2014;shopping bags,whole milk
1653;20/12/2014;rolls/buns,canned fish,citrus fruit
1869;20/12/2014;oil,misc. beverages
2070;20/12/2014;frozen dessert,pot plants
2564;20/12/2014;butter,curd
2686;20/12/2014;pastry,ready soups
2705;20/12/2014;root vegetables,sweet spreads
2813;20/12/2014;yogurt,other vegetables
2876;20/12/2014;shopping bags,whole milk
3014;20/12/2014;root vegetables,tropical fruit
3496;20/12/2014;margarine,long life bakery product
3592;20/12/2014;cream cheese ,canned beer
4259;20/12/2014;domestic eggs
4499;20/12/2014;canned vegetables,fruit/vegetable juice
4690;20/12/2014;condensed milk,salty snack
1129;21/12/2014;cream cheese ,specialty chocolate
1386;21/12/2014;sugar,pork
1609;21/12/2014;sugar,other vegetables
1834;21/12/2014;baking powder,berries
2688;21/12/2014;whole milk,pastry
2957;21/12/2014;bottled beer,bottled water
3210;21/12/2014;cling film/bags,citrus fruit,hard cheese
3303;21/12/2014;root vegetables,margarine
3619;21/12/2014;cat food,newspapers
3771;21/12/2014;bottled water,dishes
3838;21/12/2014;cooking chocolate,light bulbs
3890;21/12/2014;frozen potato products,soda
4003;21/12/2014;shopping bags,detergent
4009;21/12/2014;butter,soda
4137;21/12/2014;fruit/vegetable juice
4152;21/12/2014;hamburger meat,condensed milk
4473;21/12/2014;specialty bar,canned beer
4972;21/12/2014;frozen vegetables,citrus fruit
1294;22/12/2014;whipped/sour cream,soft cheese
1353;22/12/2014;whipped/sour cream,bottled water
1480;22/12/2014;pip fruit,bottled water
1707;22/12/2014;bottled beer,brown bread
1778;22/12/2014;beef,whole milk
1819;22/12/2014;coffee,fruit/vegetable juice
2034;22/12/2014;rolls/buns,meat
2341;22/12/2014;shopping bags,rolls/buns
2427;22/12/2014;pip fruit,other vegetables
2568;22/12/2014;canned beer,candy
3024;22/12/2014;roll products ,UHT-milk,salt
3249;22/12/2014;beverages,ham
3737;22/12/2014;whipped/sour cream,other vegetables
3743;22/12/2014;pickled vegetables,hard cheese
3745;22/12/2014;specialty bar,soda
4103;22/12/2014;yogurt,curd
4695;22/12/2014;butter,beef
4991;22/12/2014;other vegetables,root vegetables
1309;23/12/2014;butter,dessert
1597;23/12/2014;oil,other vegetables
1610;23/12/2014;cream cheese ,bottled beer,pastry
1991;23/12/2014;bottled beer,soap
2017;23/12/2014;bottled water,root vegetables,bottled beer
2290;23/12/2014;chocolate,margarine,fruit/vegetable juice,brown bread
2346;23/12/2014;liver loaf,fruit/vegetable juice
2533;23/12/2014;hamburger meat,yogurt,bottled water
2645;23/12/2014;pastry,hygiene articles
2696;23/12/2014;seasonal products,whole milk
3024;23/12/2014;detergent,tropical fruit
3452;23/12/2014;rolls/buns,canned beer
3458;23/12/2014;other vegetables,dessert
3475;23/12/2014;yogurt,other vegetables
3599;23/12/2014;white bread,cleaner
3635;23/12/2014;beef,pasta
3650;23/12/2014;bottled beer,frozen vegetables
3822;23/12/2014;yogurt,fruit/vegetable juice
3889;23/12/2014;other vegetables,soda
4013;23/12/2014;popcorn,canned vegetables
4049;23/12/2014;frozen fish,dishes
4113;23/12/2014;onions,curd
4387;23/12/2014;coffee,whipped/sour cream
4744;23/12/2014;yogurt,other vegetables,salty snack
4830;23/12/2014;dish cleaner,whole milk
4852;23/12/2014;condensed milk,chewing gum
4854;23/12/2014;root vegetables,bottled beer
4965;23/12/2014;ham,whole milk
1076;24/12/2014;sausage,brown bread
1504;24/12/2014;root vegetables,cleaner
1510;24/12/2014;domestic eggs,candy
1522;24/12/2014;yogurt,dish cleaner,margarine,frozen meals
1625;24/12/2014;jam,frozen meals
1758;24/12/2014;pickled vegetables,salt,whole milk
2093;24/12/2014;whipped/sour cream,specialty bar
2550;24/12/2014;whole milk,candy
2619;24/12/2014;other vegetables,whole milk
2784;24/12/2014;cling film/bags,misc. beverages
2856;24/12/2014;instant coffee,sparkling wine
3227;24/12/2014;soda,chicken,whole milk
3361;24/12/2014;berries,pork
3402;24/12/2014;roll products ,soda
3456;24/12/2014;hygiene articles,margarine,softener
3682;24/12/2014;shopping bags,processed cheese,other vegetables,margarine
3729;24/12/2014;shopping bags,domestic eggs,other vegetables,newspapers
4297;24/12/2014;other vegetables,whole milk,curd
4301;24/12/2014;pip fruit,herbs,other vegetables
4363;24/12/2014;frozen vegetables,long life bakery product
4569;24/12/2014;other vegetables,bottled beer,abrasive cleaner
4594;24/12/2014;bottled beer,whole milk,frozen vegetables
4853;24/12/2014;other vegetables,frozen meals
4868;24/12/2014;root vegetables,bottled water,soda,fruit/vegetable juice
1065;25/12/2014;frozen fish,red/blush wine
1101;25/12/2014;sparkling wine,brown bread
1410;25/12/2014;other vegetables,rolls/buns,waffles,chocolate
1506;25/12/2014;pet care,cat food,oil
1612;25/12/2014;ice cream,yogurt,soups,citrus fruit
1659;25/12/2014;frozen dessert,brown bread
1991;25/12/2014;flour,butter,fruit/vegetable juice
2218;25/12/2014;whole milk,brown bread
2576;25/12/2014;fruit/vegetable juice,meat
3122;25/12/2014;soda,rolls/buns
3246;25/12/2014;soda,whole milk,root vegetables,pastry
3338;25/12/2014;pip fruit,seasonal products
3484;25/12/2014;shopping bags,beef,pickled vegetables
3521;25/12/2014;yogurt,soda
3761;25/12/2014;whole milk,long life bakery product
3813;25/12/2014;rolls/buns,beef,specialty bar
4077;25/12/2014;bottled water,sauces
4124;25/12/2014;chicken,rolls/buns
4178;25/12/2014;root vegetables,brown bread
4194;25/12/2014;fruit/vegetable juice,frozen vegetables
4216;25/12/2014;butter milk,citrus fruit
4252;25/12/2014;ham,newspapers
4254;25/12/2014;shopping bags,domestic eggs
4407;25/12/2014;soda,bottled water
4614;25/12/2014;sugar,salty snack
1051;26/12/2014;shopping bags
1152;26/12/2014;curd cheese,soda
1421;26/12/2014;shopping bags,beverages
1478;26/12/2014;cream cheese ,soft cheese
1521;26/12/2014;cat food,seasonal products,ham
1587;26/12/2014;margarine,curd
1987;26/12/2014;chocolate,long life bakery product
2013;26/12/2014;yogurt,onions
2056;26/12/2014;soda,citrus fruit
2175;26/12/2014;shopping bags,chicken
2187;26/12/2014;domestic eggs,specialty bar
2553;26/12/2014;bottled water,rolls/buns
2737;26/12/2014;shopping bags,other vegetables
2885;26/12/2014;butter,long life bakery product
3034;26/12/2014;bottled water,pastry
3113;26/12/2014;cream cheese ,other vegetables
3402;26/12/2014;flour,bottled water,flower (seeds)
3531;26/12/2014;butter,berries
3862;26/12/2014;bottled water,salty snack
3864;26/12/2014;butter,long life bakery product
3946;26/12/2014;salt,cake bar
4037;26/12/2014;ice cream,pasta
4134;26/12/2014;other vegetables,bottled water,specialty bar,brown bread
4540;26/12/2014;coffee,frozen vegetables
4659;26/12/2014;sliced cheese,pasta
4771;26/12/2014;other vegetables,chewing gum,newspapers
4883;26/12/2014;UHT-milk,whole milk
4923;26/12/2014;white bread,domestic eggs
1192;27/12/2014;pastry,brown bread
1353;27/12/2014;cooking chocolate,chewing gum
1653;27/12/2014;cream cheese ,long life bakery product,newspapers
2323;27/12/2014;whipped/sour cream,soda,whole milk,newspapers
2549;27/12/2014;dessert,jam
2555;27/12/2014;root vegetables,curd
2758;27/12/2014;soft cheese,long life bakery product
3009;27/12/2014;flour,brown bread
3087;27/12/2014;white bread,bottled water
3315;27/12/2014;yogurt,chewing gum,whole milk
3561;27/12/2014;ice cream,citrus fruit
3804;27/12/2014;other vegetables,tropical fruit
3854;27/12/2014;coffee,tidbits
4397;27/12/2014;dessert,rolls/buns
4657;27/12/2014;bottled beer,red/blush wine
4729;27/12/2014;shopping bags,fruit/vegetable juice
4864;27/12/2014;ice cream,meat
4892;27/12/2014;other vegetables,herbs
1101;28/12/2014;whipped/sour cream,other vegetables,rolls/buns
1123;28/12/2014;pip fruit,whole milk
1340;28/12/2014;flour,mustard
1415;28/12/2014;sausage,domestic eggs
1584;28/12/2014;UHT-milk,pastry
1731;28/12/2014;sausage,salt
1840;28/12/2014;instant coffee,misc. beverages,grapes
2331;28/12/2014;bottled water,rolls/buns
3032;28/12/2014;domestic eggs,frankfurter
3065;28/12/2014;dental care,dessert,waffles
3138;28/12/2014;napkins,root vegetables,rolls/buns,hard cheese
3201;28/12/2014;bottled water,whole milk
3246;28/12/2014;napkins,dessert
3561;28/12/2014;other vegetables,whole milk
3753;28/12/2014;UHT-milk,bottled beer,rolls/buns,herbs
4646;28/12/2014;UHT-milk,other vegetables
1174;29/12/2014;cling film/bags,root vegetables
1246;29/12/2014;UHT-milk,other vegetables
1504;29/12/2014;chocolate,curd,tropical fruit
1591;29/12/2014;photo/film,oil,packaged fruit/vegetables,whole milk
2066;29/12/2014;yogurt,specialty chocolate,pastry,hard cheese
2183;29/12/2014;yogurt,whipped/sour cream
2355;29/12/2014;white bread,whole milk
2381;29/12/2014;shopping bags,long life bakery product,cake bar
2535;29/12/2014;pip fruit,white wine,sweet spreads
2611;29/12/2014;bottled water,frankfurter
3163;29/12/2014;potato products,rolls/buns
3324;29/12/2014;frozen potato products,pastry
3817;29/12/2014;candles,dessert,pastry,hard cheese
4046;29/12/2014;root vegetables,semi-finished bread
4193;29/12/2014;bottled beer,pastry
4243;29/12/2014;whipped/sour cream,pot plants
4465;29/12/2014;onions,soda
4800;29/12/2014;tea,butter,berries
4963;29/12/2014;white wine,whole milk
1023;30/12/2014;sausage,whipped/sour cream,specialty bar
1077;30/12/2014;root vegetables,rolls/buns
2107;30/12/2014;pip fruit,newspapers
2210;30/12/2014;napkins,beef,curd
2785;30/12/2014;chicken,chocolate
2951;30/12/2014;soda,whole milk,frozen vegetables
3038;30/12/2014;yogurt,rolls/buns
3260;30/12/2014;dish cleaner,waffles
3737;30/12/2014;pip fruit,whole milk
3857;30/12/2014;soda,other vegetables
3864;30/12/2014;other vegetables,sliced cheese
3910;30/12/2014;butter,newspapers
3965;30/12/2014;semi-finished bread,tropical fruit
4190;30/12/2014;soda,cake bar
4269;30/12/2014;curd cheese,finished products
4505;30/12/2014;onions,root vegetables,domestic eggs,chocolate
4803;30/12/2014;bottled water,canned beer
4881;30/12/2014;butter,citrus fruit
4959;30/12/2014;root vegetables,specialty chocolate,other vegetables
4966;30/12/2014;soda,margarine
1220;01/01/2015;chocolate,canned beer,margarine
1235;01/01/2015;sausage,bottled beer,spread cheese
1422;01/01/2015;turkey,salty snack,tropical fruit
1798;01/01/2015;beef,pastry,curd
2127;01/01/2015;pickled vegetables,pork
2211;01/01/2015;butter,pastry
2641;01/01/2015;other vegetables,frozen meals
2768;01/01/2015;pip fruit,pot plants,salt,tropical fruit,meat
2851;01/01/2015;white bread,canned beer,brown bread,whole milk,fruit/vegetable juice
3026;01/01/2015;soda,bottled water,tropical fruit,citrus fruit
3240;01/01/2015;whole milk,citrus fruit
3751;01/01/2015;whipped/sour cream,frankfurter,citrus fruit,whole milk,dishes
4104;01/01/2015;soda,dessert
4439;01/01/2015;butter,tropical fruit
4537;01/01/2015;ham,brown bread
4616;01/01/2015;hamburger meat,canned beer
1164;02/01/2015;other vegetables,sliced cheese
1537;02/01/2015;yogurt,bottled water
2553;02/01/2015;whole milk,tropical fruit
2612;02/01/2015;pip fruit,tropical fruit
2763;02/01/2015;yogurt,canned fish,pork
2785;02/01/2015;beef,frozen meals
2942;02/01/2015;sausage,waffles,brown bread,flower (seeds),oil,whole milk,pork
2944;02/01/2015;sausage,yogurt,processed cheese,beef,tropical fruit,long life bakery product,cream cheese
3037;02/01/2015;white bread,other vegetables,whole milk
3337;02/01/2015;liver loaf,whole milk
3365;02/01/2015;root vegetables,canned beer,whole milk,newspapers
3455;02/01/2015;other vegetables,canned beer
3495;02/01/2015;oil,canned beer,pork,whole milk
3841;02/01/2015;other vegetables,ham
3897;02/01/2015;UHT-milk,soda
4304;02/01/2015;pip fruit,sugar,canned beer
4369;02/01/2015;yogurt,soda
4406;02/01/2015;domestic eggs,whole milk,artif. sweetener
4668;02/01/2015;other vegetables,frozen vegetables
4986;02/01/2015;other vegetables,whole milk
1238;03/01/2015;frankfurter,margarine
1293;03/01/2015;whole milk,light bulbs
1408;03/01/2015;root vegetables,soda
1436;03/01/2015;beverages,chocolate marshmallow
1517;03/01/2015;bottled beer,frankfurter
1623;03/01/2015;pastry,citrus fruit
1696;03/01/2015;chewing gum,whole milk,newspapers
1930;03/01/2015;soda,tropical fruit
2028;03/01/2015;coffee,frozen vegetables
2077;03/01/2015;beef,whole milk
2107;03/01/2015;coffee,frankfurter,soda,brown bread,bottled beer,sugar,butter,margarine
2297;03/01/2015;shopping bags,brown bread
2641;03/01/2015;fruit/vegetable juice,beverages,whole milk,frozen fruits
2860;03/01/2015;shopping bags,sausage,light bulbs
2962;03/01/2015;domestic eggs,bottled water,tropical fruit
3172;03/01/2015;dish cleaner,whipped/sour cream,pickled vegetables
3289;03/01/2015;soft cheese,tropical fruit
3538;03/01/2015;other vegetables,citrus fruit
4100;03/01/2015;whipped/sour cream,whole milk
4344;03/01/2015;sausage,soda,long life bakery product,frozen meals
4661;03/01/2015;organic products,condensed milk,rolls/buns
4716;03/01/2015;sausage,bottled beer
4726;03/01/2015;whole milk,tropical fruit
4761;03/01/2015;beverages,other vegetables,curd
4893;03/01/2015;napkins,berries
4916;03/01/2015;hamburger meat,coffee,detergent,brown bread
4924;03/01/2015;beef,chewing gum,whole milk
4992;03/01/2015;pip fruit,frankfurter
1144;04/01/2015;whole milk,meat
1155;04/01/2015;yogurt,sausage,pet care,whole milk
1309;04/01/2015;cocoa drinks,tropical fruit
1483;04/01/2015;sausage,tropical fruit
1567;04/01/2015;chewing gum,pot plants
1664;04/01/2015;canned vegetables,frankfurter,whole milk,curd
1835;04/01/2015;pip fruit,root vegetables
2381;04/01/2015;hamburger meat,whole milk
2642;04/01/2015;beverages,frankfurter
2657;04/01/2015;hamburger meat,dessert,pasta,bottled water
2690;04/01/2015;other vegetables,whole milk
2914;04/01/2015;UHT-milk,rolls/buns
3200;04/01/2015;specialty chocolate,whole milk
3221;04/01/2015;beef,berries
3344;04/01/2015;rolls/buns,whole milk,newspapers
3429;04/01/2015;coffee,other vegetables,whipped/sour cream,hard cheese,newspapers,soda
3523;04/01/2015;whole milk,chocolate
3601;04/01/2015;whole milk,meat
3686;04/01/2015;pip fruit,soda,coffee
3717;04/01/2015;yogurt,frozen vegetables,rolls/buns,fruit/vegetable juice
3738;04/01/2015;yogurt,whole milk,frozen vegetables
3852;04/01/2015;other vegetables,citrus fruit
3886;04/01/2015;sausage,soda,vinegar,butter milk
3922;04/01/2015;beef,whole milk,rolls/buns,citrus fruit
3949;04/01/2015;other vegetables,bottled water
4144;04/01/2015;whole milk,finished products
4180;04/01/2015;specialty chocolate,brown bread
4269;04/01/2015;whipped/sour cream,frankfurter,citrus fruit,semi-finished bread,dishes
4735;04/01/2015;whole milk,curd
1140;05/01/2015;other vegetables,frankfurter,waffles,photo/film,curd
1648;05/01/2015;pork,pastry
1827;05/01/2015;whole milk,meat
2255;05/01/2015;oil,whole milk,cookware,tropical fruit
2661;05/01/2015;bottled water,tropical fruit
2690;05/01/2015;white wine,root vegetables,other vegetables
3283;05/01/2015;mayonnaise,soda,whole milk
3424;05/01/2015;root vegetables,frankfurter
3551;05/01/2015;beverages,packaged fruit/vegetables,tropical fruit,mayonnaise,cereals
3934;05/01/2015;shopping bags,bottled beer,cling film/bags,newspapers,whole milk
4082;05/01/2015;root vegetables,whole milk
4116;05/01/2015;detergent,soda,pastry
4212;05/01/2015;other vegetables,tropical fruit
4225;05/01/2015;pip fruit,bottled beer
4301;05/01/2015;sausage,yogurt,soft cheese,hamburger meat,soda,chewing gum,whole milk,pork
4447;05/01/2015;butter,rolls/buns
4460;05/01/2015;sliced cheese,meat
4585;05/01/2015;other vegetables,brown bread,cat food,beef,tropical fruit
4820;05/01/2015;pip fruit,pastry,rolls/buns,soda,chocolate
4855;05/01/2015;sweet spreads,liquor
4903;05/01/2015;chicken,fruit/vegetable juice
1661;06/01/2015;pip fruit,root vegetables,packaged fruit/vegetables,sliced cheese
2380;06/01/2015;whole milk,pork
2659;06/01/2015;hamburger meat,rolls/buns,brown bread
2735;06/01/2015;yogurt,other vegetables
2777;06/01/2015;herbs,chocolate
2781;06/01/2015;soda,other vegetables
2789;06/01/2015;tropical fruit,grapes
3548;06/01/2015;instant coffee,rolls/buns,whole milk
3553;06/01/2015;domestic eggs,ham
3966;06/01/2015;root vegetables,frankfurter
4273;06/01/2015;frozen vegetables,margarine
4719;06/01/2015;pip fruit,tropical fruit
4783;06/01/2015;other vegetables,chewing gum,rolls/buns
4895;06/01/2015;specialty bar,tropical fruit
1049;07/01/2015;butter,whole milk
1068;07/01/2015;pork,spread cheese
1232;07/01/2015;butter,bottled water,grapes
1379;07/01/2015;pip fruit,other vegetables,chocolate
1587;07/01/2015;yogurt,other vegetables,bottled beer,hard cheese,whole milk
1762;07/01/2015;bottled beer,dessert
1827;07/01/2015;yogurt,soda,whole milk
2186;07/01/2015;domestic eggs,other vegetables,frankfurter,citrus fruit,brown bread,sugar,whole milk,zwieback
2270;07/01/2015;sausage,specialty bar,misc. beverages,soda,whole milk
2304;07/01/2015;bottled water,whole milk
2473;07/01/2015;other vegetables,chewing gum,meat
2632;07/01/2015;coffee,pork
2655;07/01/2015;rolls/buns,pork
3311;07/01/2015;frozen fish,specialty cheese
3842;07/01/2015;beef,bottled water
4333;07/01/2015;soft cheese,misc. beverages
4363;07/01/2015;soda,whole milk
4560;07/01/2015;bottled beer,other vegetables
4693;07/01/2015;bottled beer,whole milk
4765;07/01/2015;frankfurter,curd
1391;08/01/2015;yogurt,chocolate
1517;08/01/2015;rolls/buns
1678;08/01/2015;onions,ham
1729;08/01/2015;frankfurter,whole milk
1782;08/01/2015;coffee,napkins
1990;08/01/2015;tropical fruit,citrus fruit
2158;08/01/2015;sliced cheese,misc. beverages,pickled vegetables,ham,rolls/buns,whole milk,fruit/vegetable juice
2652;08/01/2015;yogurt,kitchen towels,pastry
3062;08/01/2015;soda,rolls/buns
3176;08/01/2015;dish cleaner,margarine,citrus fruit
3518;08/01/2015;ham,brown bread
3549;08/01/2015;beef,misc. beverages
3764;08/01/2015;yogurt,other vegetables
3768;08/01/2015;bottled water,root vegetables,berries
3869;08/01/2015;sausage,herbs
4049;08/01/2015;chicken,citrus fruit,tropical fruit,specialty chocolate,curd,semi-finished bread,whole milk
4274;08/01/2015;bottled beer,whole milk
4671;08/01/2015;sausage,rolls/buns,whole milk
4688;08/01/2015;sausage,root vegetables,other vegetables,canned beer,white bread,hard cheese,frozen vegetables,condensed milk
4699;08/01/2015;rolls/buns,frankfurter,whole milk,red/blush wine
4787;08/01/2015;beef,frozen vegetables
4913;08/01/2015;beverages,other vegetables,brown bread
4982;08/01/2015;butter,canned beer,pastry
1182;09/01/2015;ice cream,shopping bags,soft cheese,hamburger meat,whole milk
2186;09/01/2015;whipped/sour cream,soda
3078;09/01/2015;oil,other vegetables,rolls/buns
3489;09/01/2015;yogurt,specialty chocolate,misc. beverages,tropical fruit
3535;09/01/2015;liquor (appetizer),pip fruit,soda,specialty chocolate
3677;09/01/2015;domestic eggs,turkey
4725;09/01/2015;cat food,rolls/buns
1107;10/01/2015;misc. beverages,citrus fruit
1493;10/01/2015;semi-finished bread,spices
2097;10/01/2015;shopping bags,yogurt,domestic eggs,chicken,rolls/buns,newspapers
2108;10/01/2015;mayonnaise,tropical fruit
2592;10/01/2015;sausage,soda
2622;10/01/2015;other vegetables,canned fish
2813;10/01/2015;yogurt,sausage,female sanitary products,soda,whole milk,cake bar
2816;10/01/2015;seasonal products,rolls/buns,fruit/vegetable juice,tropical fruit
2845;10/01/2015;processed cheese,other vegetables
3433;10/01/2015;root vegetables,salty snack,red/blush wine
3445;10/01/2015;sausage,cream cheese
3778;10/01/2015;coffee,citrus fruit,pastry,tropical fruit
3857;10/01/2015;bottled water,tropical fruit
3950;10/01/2015;white bread,tropical fruit
4195;10/01/2015;other vegetables,root vegetables,waffles,bottled beer,cream cheese ,rolls/buns
4379;10/01/2015;sugar,turkey
4819;10/01/2015;ice cream,rolls/buns
1097;11/01/2015;soda,curd,whole milk,tropical fruit
1343;11/01/2015;other vegetables,specialty chocolate
1682;11/01/2015;seasonal products,canned beer
1773;11/01/2015;pip fruit,whole milk,detergent
1824;11/01/2015;sugar,yogurt,bottled beer
2169;11/01/2015;salty snack,detergent
2311;11/01/2015;sausage,other vegetables
2348;11/01/2015;curd cheese,root vegetables,whole milk,pastry
2492;11/01/2015;yogurt,other vegetables,canned beer,nut snack,ham,newspapers,soda
2875;11/01/2015;soda,whole milk
3247;11/01/2015;sliced cheese,canned beer,cat food,zwieback,dishes
3452;11/01/2015;other vegetables,berries
3465;11/01/2015;soda,bottled water
3794;11/01/2015;liquor (appetizer),onions
4095;11/01/2015;butter,other vegetables
4121;11/01/2015;shopping bags,whole milk,curd
4656;11/01/2015;onions,coffee
1170;12/01/2015;pip fruit,chicken
1277;12/01/2015;sausage,rolls/buns
1354;12/01/2015;whole milk,frozen vegetables
1466;12/01/2015;mayonnaise,sausage,other vegetables,seasonal products
1902;12/01/2015;butter,chicken
2240;12/01/2015;white bread,chicken
2403;12/01/2015;yogurt,whipped/sour cream
2578;12/01/2015;yogurt,root vegetables,whole milk,curd
2643;12/01/2015;coffee,dessert,fruit/vegetable juice,tropical fruit
2682;12/01/2015;cream cheese ,root vegetables,herbs
2779;12/01/2015;rolls/buns,whole milk
3016;12/01/2015;sugar,frankfurter,long life bakery product
3133;12/01/2015;curd cheese,tropical fruit
3390;12/01/2015;coffee,canned beer
4044;12/01/2015;hamburger meat,frankfurter
4120;12/01/2015;pip fruit,chicken
4217;12/01/2015;bottled water,whole milk
4246;12/01/2015;sausage,whole milk
4356;12/01/2015;napkins,butter,whole milk,tropical fruit
4440;12/01/2015;root vegetables,sparkling wine
4445;12/01/2015;other vegetables,berries
4864;12/01/2015;ice cream,oil
1454;13/01/2015;rolls/buns,tropical fruit,meat
1460;13/01/2015;napkins,other vegetables,ham
1815;13/01/2015;sausage,bottled water
2210;13/01/2015;specialty bar,frankfurter,rice,whole milk,dishes
2335;13/01/2015;ice cream,other vegetables,whole milk
2381;13/01/2015;sausage,UHT-milk
2479;13/01/2015;whole milk,newspapers
3221;13/01/2015;hamburger meat,bottled beer,sweet spreads,curd
3247;13/01/2015;UHT-milk,root vegetables,misc. beverages,sugar,rolls/buns,spread cheese
3264;13/01/2015;sausage,dessert
3378;13/01/2015;canned beer,ham
3499;13/01/2015;yogurt,napkins
3758;13/01/2015;coffee,whole milk
3770;13/01/2015;sausage,curd,long life bakery product
4088;13/01/2015;pip fruit,chicken,curd
4320;13/01/2015;butter,popcorn,other vegetables
4418;13/01/2015;processed cheese,ham
4687;13/01/2015;cat food,bottled water,fruit/vegetable juice
1088;14/01/2015;yogurt,berries
1120;14/01/2015;UHT-milk,white bread,soda,newspapers
1127;14/01/2015;shopping bags,frankfurter,rolls/buns,margarine
1148;14/01/2015;yogurt,pork
1291;14/01/2015;domestic eggs,citrus fruit,rolls/buns,tropical fruit
1420;14/01/2015;other vegetables,syrup,salty snack,oil,newspapers
1435;14/01/2015;prosecco,fruit/vegetable juice,canned beer,pork
1535;14/01/2015;shopping bags,soda
1551;14/01/2015;soda,frozen fish,rolls/buns
1702;14/01/2015;bottled beer,whole milk
1943;14/01/2015;UHT-milk,frankfurter,chicken,canned fish,bottled beer,cocoa drinks,onions,whole milk
2370;14/01/2015;root vegetables,bottled beer,fruit/vegetable juice
2525;14/01/2015;shopping bags,soda,whole milk
3120;14/01/2015;white bread,bottled water
3214;14/01/2015;whipped/sour cream,canned vegetables,tropical fruit
3230;14/01/2015;roll products ,other vegetables
3248;14/01/2015;root vegetables,chicken
3354;14/01/2015;other vegetables,pastry,citrus fruit
3471;14/01/2015;frankfurter,rolls/buns,hygiene articles
4031;14/01/2015;root vegetables,other vegetables
4427;14/01/2015;sausage,root vegetables,tropical fruit,spread cheese
4657;14/01/2015;sausage,yogurt
1130;15/01/2015;cream cheese ,tropical fruit
1171;15/01/2015;beverages,specialty chocolate
1363;15/01/2015;bottled beer,hard cheese
1395;15/01/2015;beverages,hard cheese,curd,meat,fruit/vegetable juice
